,Provider Name,Procedures,Provider State,Region,Count Of Services,Charges,Payment,Cluster_22
1960,OHIO STATE UNIVERSITY HOSPITALS,119,1,1,44761,4848331.420000002,1282361.6700000006,15
1961,OHIO VALLEY GENERAL HOSPITAL,37,1,1,2628,358391.97,114959.20999999998,7
1962,OHIO VALLEY MEDICAL CENTER,45,1,1,1849,773523.8500000001,274017.3000000001,0
1963,"OHIO VALLEY MEDICAL CENTER, LLC",4,1,1,286,41859.950000000004,11522.89,20
1964,OHSU HOSPITAL AND CLINICS,97,1,1,94833,2266083.1800000006,1075171.5899999996,12
1965,OJAI VALLEY COMMUNITY HOSPITAL,7,1,1,383,136916.08000000002,32204.209999999995,20
1966,OKLAHOMA CENTER FOR ORTHOPAEDIC & MULTI-SP,3,1,1,1009,32749.41,11713.09,20
1967,OKLAHOMA HEART HOSPITAL,59,1,1,98811,1286334.3100000003,333894.5199999999,12
1968,OKLAHOMA HEART HOSPITAL SOUTH,42,1,1,1575,1256523.0399999998,302108.69,0
1969,OKLAHOMA SPINE HOSPITAL,6,1,1,1469,145021.7,37568.16,20
1970,OKLAHOMA STATE UNIVERSITY MEDICAL CENTER,71,1,1,5675,1822135.3699999996,645460.0299999997,14
1971,"OKLAHOMA SURGICAL HOSPITAL, LLC",10,1,1,2403,121586.09999999999,58242.44,20
1972,OKMULGEE MEMORIAL HOSPITAL,17,1,1,697,94933.58000000002,59594.63,20
1973,OLATHE MEDICAL CENTER,100,1,1,9798,2322615.3099999987,649252.2,1
1974,OLEAN GENERAL HOSPITAL,61,1,1,4759,518978.33999999997,296685.2,0
1975,OLMSTED MEDICAL CENTER,22,1,1,35099,89003.01999999997,35727.5,7
1976,OLYMPIA MEDICAL CENTER,81,1,1,7829,6820063.879999999,735720.4799999999,16
1977,OLYMPIC MEDICAL CENTER,80,1,1,45544,884666.2799999999,488626.19,12
1978,ONEIDA HEALTHCARE CENTER,32,1,1,1197,427709.4600000001,178159.36999999997,7
1979,ONSLOW MEMORIAL HOSPITAL,69,1,1,3645,1461840.6499999994,479789.58,14
1980,OPELOUSAS GENERAL HEALTH SYSTEM,83,1,1,8541,1825914.0499999996,707021.6399999998,1
1981,ORANGE COAST MEMORIAL MEDICAL CENTER,56,1,1,2120,2496833.9799999995,472706.6800000001,14
1982,ORANGE PARK MEDICAL CENTER,106,1,1,7496,6474971.22,760739.9199999997,16
1983,ORANGE REGIONAL MEDICAL CENTER,111,1,1,9860,4366296.829999998,977677.7100000002,16
1984,ORLANDO HEALTH,123,1,1,31329,5518947.279999997,1081368.8399999996,10
1985,ORO VALLEY HOSPITAL,58,1,1,6400,1497646.8900000004,295379.02,0
1986,OROVILLE HOSPITAL,80,1,1,5595,2598732.7099999995,632421.3300000001,1
1987,ORTHOCOLORADO HOSPITAL AT ST ANTHONY MED CAMPUS,2,1,1,339,220297.53,39598.380000000005,20
1988,ORTHOPAEDIC HOSPITAL AT PARKVIEW NORTH LLC,5,1,1,506,253999.43,54484.01,20
1989,ORTHOPAEDIC HSPTL OF WI,5,1,1,1126,95285.89000000001,36123.6,20
1990,ORTHOPEDIC HOSPITAL,5,1,1,322,174071.99,44501.96000000001,20
1991,OSCEOLA REGIONAL MEDICAL CENTER,104,1,1,7542,5794644.889999999,848576.15,16
1992,OSS ORTHOPAEDIC HOSPITAL,3,1,1,295,93760.98999999999,45065.09,20
1993,OSWEGO HOSPITAL,57,1,1,5615,608964.86,285278.28000000014,0
1994,OTSEGO MEMORIAL HOSPITAL,29,1,1,2273,240240.78000000006,132073.57000000004,7
1995,OTTAWA REGIONAL HOSPITAL & HEALTHCARE CENTER,41,1,1,3309,688022.41,248302.70000000007,0
1996,OTTUMWA REGIONAL HEALTH CENTER,58,1,1,4660,637678.5800000002,292239.8799999999,0
1997,OUACHITA COUNTY MEDICAL CENTER,27,1,1,2477,230743.60999999996,102614.66000000002,7
1998,OUR LADY OF BELLEFONTE HOSPITAL,84,1,1,8347,1424675.0500000005,487919.24000000005,14
1999,OUR LADY OF LOURDES MEDICAL CENTER,105,1,1,13067,6846048.540000001,971040.5599999996,10
2000,"OUR LADY OF LOURDES MEMORIAL HOSPITAL, INC",94,1,1,14010,1388900.4900000002,658537.43,1
2001,"OUR LADY OF LOURDES REGIONAL MEDICAL CENTER, INC",95,1,1,6252,2028757.3900000001,661340.9099999999,1
2002,OUR LADY OF THE LAKE REGIONAL MEDICAL CENTER,115,1,1,9672,2348987.0500000003,867586.1499999992,18
2003,OUR LADY OF THE RESURRECTION MED CTR,86,1,1,9444,2815510.42,687199.4299999996,1
2004,OVERLAKE HOSPITAL MEDICAL CENTER,100,1,1,35204,2504474.3600000013,841869.36,4
2005,OVERLAND PARK REG MED CTR,56,1,1,2966,2144585.2199999997,329993.44000000006,14
2006,OVERLOOK HOSPITAL,114,1,1,13201,4132556.1299999994,1072731.78,16
2007,OWATONNA HOSPITAL,19,1,1,527,355912.87999999995,131299.43000000002,7
2008,OWENSBORO MEDICAL HEALTH SYSTEM,117,1,1,15536,2162669.959999999,1004761.6299999999,18
2009,OZARKS COMMUNITY HOSPITAL,31,1,1,24754,141642.54999999996,49681.42000000002,7
2010,OZARKS MEDICAL CENTER,58,1,1,6279,826292.5999999997,334979.9599999999,0
2011,P & S SURGICAL HOSPITAL,5,1,1,326,201285.20000000004,46684.030000000006,20
2012,P H S INDIAN HOSP AT BELCOURT-QUENTIN N BURDICK,2,1,1,25,21270.620000000003,16153.32,20
2013,P H S INDIAN HOSPITAL AT BROWNING - BLACKFEET,5,1,1,75,44860.61,34832.619999999995,20
2014,PACIFIC ALLIANCE MEDICAL CENTER,41,1,1,1127,967365.8100000003,484168.1500000001,0
2015,PACIFIC HOSPITAL OF LONG BEACH,33,1,1,2386,1547357.8299999994,313571.49,0
2016,PACIFICA HOSPITAL OF THE VALLEY,23,1,1,851,502924.80999999994,255518.96000000008,7
2017,PALESTINE REGIONAL MEDICAL CENTER,50,1,1,3029,734850.0100000001,210623.99000000002,0
2018,PALI MOMI MEDICAL CENTER,58,1,1,3270,1889778.4600000004,600282.12,14
2019,PALISADES MEDICAL CTR-NY PRESBYTERIAN HEALTHCARE S,83,1,1,5104,4513147.92,868762.6400000001,18
2020,PALM BAY HOSPITAL,12,1,1,183,359847.20999999996,77038.06,20
2021,PALM BEACH GARDENS MEDICAL CENTER,94,1,1,4471,4686821.6099999985,740178.85,18
2022,PALM DRIVE HOSPITAL,18,1,1,617,377796.22,143875.34,7
2023,PALM SPRINGS GENERAL HOSPITAL,69,1,1,2907,1769174.5200000007,580575.04,14
2024,PALMDALE REGIONAL MEDICAL CENTER,68,1,1,2538,3298441.6100000003,577531.01,1
2025,PALMERTON HOSPITAL,33,1,1,1422,348366.4,144011.51,7
2026,PALMETTO GENERAL HOSPITAL,93,1,1,5504,5327387.82,902807.24,16
2027,PALMETTO HEALTH BAPTIST,82,1,1,5575,3440909.3000000003,905913.3899999995,18
2028,PALMETTO HEALTH RICHLAND,115,1,1,19970,5319679.35,1228598.3200000003,10
2029,PALMS OF PASADENA HOSPITAL,68,1,1,4757,2019762.800000001,393644.04000000004,14
2030,PALMS WEST HOSPITAL,56,1,1,1609,2962126.950000001,514912.5599999999,14
2031,PALO PINTO GENERAL HOSPITAL,29,1,1,1782,281429.66000000003,128496.43000000001,7
2032,PALO VERDE HOSPITAL,11,1,1,676,216973.93999999997,79086.59999999999,20
2033,PALOMAR MEDICAL CENTER,95,1,1,5349,4407902.8900000015,906572.41,16
2034,PALOS COMMUNITY HOSPITAL,118,1,1,18140,3786005.5400000024,949012.6200000003,16
2035,PAMPA REGIONAL MEDICAL CENTER,35,1,1,774,709166.4,190583.99000000005,7
2036,PARADISE VALLEY HOSPITAL,68,2,2,12489,2453888.6999999997,740525.2600000001,11
2037,PARIS REGIONAL MEDICAL CENTER,85,1,1,5260,2160656.209999999,618995.1499999998,1
2038,PARK CITY MEDICAL CENTER,10,1,1,574,47960.340000000004,19247.340000000004,20
2039,PARK NICOLLET METHODIST HOSPITAL,112,1,1,15045,1733988.2799999998,891134.9300000004,18
2040,PARK PLAZA HOSPITAL,56,1,1,2256,3383501.9400000004,480151.3800000002,14
2041,PARK RIDGE HEALTH,55,1,1,53885,497904.28999999986,199929.37999999986,12
2042,PARKER ADVENTIST HOSPITAL,45,1,1,1953,1980656.6899999995,350730.27999999997,0
2043,PARKLAND HEALTH AND HOSPITAL SYSTEM,79,1,1,98273,2207829.5799999996,806517.1700000002,12
2044,PARKLAND HEALTH CENTER,64,1,1,5773,544882.5699999998,267602.42999999993,0
2045,PARKLAND MEDICAL CENTER,57,1,1,6307,1138811.54,308508.6,0
2046,PARKRIDGE MEDICAL CENTER,96,1,1,5591,3691340.0599999996,862919.2599999999,18
2047,PARKVIEW ADVENTIST MEDICAL CENTER,24,1,1,2065,284360.35000000003,84875.58999999998,7
2048,PARKVIEW COMMUNITY HOSPITAL MEDICAL CENTER,42,1,1,1450,2357547.4699999993,505550.9499999999,14
2049,PARKVIEW HUNTINGTON HOSPITAL,24,1,1,3374,259276.71,102989.79000000002,7
2050,PARKVIEW MEDICAL CENTER INC,98,1,1,16487,3531319.33,740144.0600000003,18
2051,PARKVIEW NOBLE HOSPITAL,27,1,1,3506,260507.26,103185.96000000002,7
2052,PARKVIEW REGIONAL HOSPITAL,25,1,1,902,453594.36000000004,124053.65,7
2053,PARKVIEW REGIONAL MEDICAL CENTER,109,1,1,20767,3102128.9099999997,902046.8699999998,4
2054,PARKVIEW WHITLEY HOSPITAL,21,1,1,2960,162869.86000000007,65023.14,20
2055,PARKWAY MEDICAL CENTER,57,1,1,2609,1505023.05,275552.30000000005,0
2056,PARKWAY REGIONAL HOSPITAL,22,1,1,702,307673.48000000004,81033.38,7
2057,PARKWEST MEDICAL CENTER,109,1,1,11531,2309640.5,768176.6699999996,18
2058,PARMA COMMUNITY GENERAL HOSPITAL,110,1,1,12364,1745011.2800000003,695752.9800000003,1
2059,PARRISH MEDICAL CENTER,82,1,1,5821,2172505.9899999998,652352.38,1
2060,PASCO REGIONAL MEDICAL CENTER,44,1,1,3082,1058370.51,180165.95,0
2061,PASSAVANT AREA HOSPITAL,57,1,1,5800,923190.0800000003,314437.82,0
2062,PATEWOOD MEMORIAL HOSPITAL,17,1,1,16553,93341.67000000001,22848.06,20
2063,PATIENTS' HOSPITAL OF REDDING,4,1,1,519,43398.87,8347.029999999999,20
2064,PATTIE A CLAY REGIONAL MEDICAL CENTER,51,1,1,3545,708039.35,364035.98000000004,0
2065,PAUL B HALL REGIONAL MEDICAL CENTER,46,1,1,2990,1873008.6099999999,208925.17999999988,0
2066,PAULS VALLEY GENERAL HOSPITAL,19,1,1,686,154602.89,71236.28000000001,20
2067,PAYSON REGIONAL MEDICAL CENTER,34,1,1,2675,1361277.48,238309.75999999998,0
2068,PEACE RIVER REGIONAL MEDICAL CENTER,82,1,1,3688,3608464.729999999,648765.2700000003,1
2069,PEACEHEALTH SOUTHWEST MEDICAL CENTER,114,1,1,27021,3504355.9400000023,1050712.9600000002,4
2070,PEACHEALTH ST JOHN MEDICAL CENTER,81,1,1,53580,1466449.9000000004,536424.1,12
2071,PECONIC BAY MEDICAL CENTER,75,1,1,3534,2803527.54,684445.4200000002,1
2072,PECOS COUNTY MEMORIAL HOSPITAL,14,1,1,399,152097.25,72148.67,20
2073,PEKIN MEMORIAL HOSPITAL,44,1,1,3387,881759.0700000003,199368.66000000006,0
2074,PEMISCOT MEMORIAL HOSPITAL,25,1,1,1085,221133.64000000004,79104.40999999999,7
2075,PENINSULA HOSPITAL CENTER,52,1,1,6813,988161.8000000003,463895.7099999999,0
2076,PENINSULA MEDICAL CENTER,81,1,1,6147,3920754.3000000017,763629.72,18
2077,PENINSULA REGIONAL MEDICAL CENTER,98,1,1,7141,1301425.4799999995,1228500.0599999998,18
2078,PENN PRESBYTERIAN MEDICAL CENTER,90,1,1,34481,4042233.14,826681.3900000004,4
2079,PENNOCK HOSPITAL,47,1,1,2922,471792.45999999996,211761.38000000006,0
2080,PENNSYLVANIA HOSP OF THE UNIV OF PA HEALTH SYS,91,1,1,9023,4790349.929999997,901229.4599999997,16
2081,PENOBSCOT BAY MEDICAL CENTER,65,1,1,46505,762343.4399999997,352048.92000000004,12
2082,PERMIAN REGIONAL MEDICAL CENTER ANDREWS COUNTY HO,8,1,1,222,37491.01,24448.100000000002,20
2083,PERRY COMMUNITY HOSPITAL,14,1,1,601,107847.96999999999,67185.17,20
2084,PERRY HOSPITAL,32,1,1,1257,386018.02,141255.18,7
2085,PERRY MEMORIAL HOSPITAL,10,1,1,238,74737.75,42746.55,20
2086,PERSON MEMORIAL HOSPITAL,33,1,1,1362,322750.44,162181.99999999997,7
2087,PETALUMA VALLEY HOSPITAL,35,1,1,1275,1871071.6799999995,296376.4399999999,0
2088,PETERSON REGIONAL MEDICAL CENTER,74,1,1,11408,1218355.9300000004,438287.78000000014,14
2089,PHELPS COUNTY REGIONAL MEDICAL CENTER,81,1,1,6498,1911455.6300000001,651177.8100000002,1
2090,PHELPS MEMORIAL HOSPITAL ASSN,79,1,1,8711,2191825.910000001,606872.6300000002,1
2091,PHOEBE NORTH,49,1,1,1985,1171290.4800000002,285317.10000000003,0
2092,PHOEBE PUTNEY MEMORIAL HOSPITAL,104,1,1,32159,2730358.179999998,946956.2099999998,4
2093,PHOEBE SUMTER MEDICAL CENTER,30,1,1,2761,363109.31000000006,155695.32,7
2094,PHOENIX BAPTIST HOSPITAL,66,1,1,3669,2045490.7199999995,615465.32,14
2095,PHOENIX INDIAN MEDICAL CENTER,3,1,1,52,32443.940000000002,30981.93,20
2096,PHOENIXVILLE HOSPITAL,75,1,1,7218,4034703.3099999996,435631.72000000003,1
2097,PHS INDIAN HOSPITAL AT PINE RIDGE,1,1,1,15,5718.0,6428.4,20
2098,PHS INDIAN HOSPITAL AT ROSEBUD,1,1,1,15,6138.0,5869.47,20
2099,"PHYSICIAN'S CHOICE HOSPITAL - FREMONT, LLC",2,1,1,34,7304.03,4884.89,20
2100,"PHYSICIANS CENTRE,THE",6,1,1,579,106533.70999999999,33612.47,20
2101,PHYSICIANS MEDICAL CENTER,4,1,1,153,43727.71,10824.380000000001,20
2102,PHYSICIANS REGIONAL MEDICAL CENTER - PINE RIDGE,93,1,1,7749,3970779.5,627582.5800000001,18
2103,PHYSICIANS' MEDICAL CENTER LLC,4,1,1,1114,39061.6,11806.48,20
2104,PHYSICIANS' SPECIALTY HOSPITAL,7,1,1,1346,129957.98999999999,31147.859999999997,20
2105,PICKENS COUNTY MEDICAL CENTER,28,1,1,1406,238494.74000000002,149582.55,7
2106,PIEDMONT FAYETTE HOSPITAL,96,1,1,11361,2566883.4200000004,694254.1199999998,1
2107,PIEDMONT HOSPITAL,111,1,1,25625,3673391.7,898641.9300000005,4
2108,PIEDMONT MEDICAL CENTER,109,1,1,9137,2800082.710000001,868484.5399999998,18
2109,PIEDMONT MOUNTAINSIDE HOSPITAL INC,47,1,1,5669,836436.38,263449.63999999996,0
2110,"PIEDMONT NEWNAN HOSPITAL, INC",70,1,1,6243,1605526.6300000006,438959.81,14
2111,PIKEVILLE MEDICAL CENTER,104,1,1,17191,4059396.730000001,1002283.6299999997,16
2112,PINE CREEK MEDICAL CENTER LLP,7,1,1,296,294114.56,63531.399999999994,20
2113,PINEVILLE COMMUNITY HOSPITAL,40,1,1,1699,311148.83,181215.18,7
2114,PINNACLE HEALTH HOSPITALS,116,1,1,15647,2349174.5500000007,1015239.0000000001,18
2115,PINNACLE HOSPITAL,14,1,1,601,355610.22000000003,182986.17,7
2116,PIONEERS MEMORIAL HEALTHCARE DISTRICT,58,1,1,3379,1615829.23,451538.99000000005,14
2117,PITT COUNTY MEMORIAL HOSPITAL,122,1,1,20464,3530026.7300000004,1291029.6200000006,16
2118,PLACENTIA LINDA HOSPITAL,28,1,1,1037,865630.6399999999,128201.37999999998,7
2119,PLAINS REGIONAL MEDICAL CENTER  CLOVIS,39,1,1,9941,658048.5199999997,156686.70000000004,7
2120,PLAINVIEW HOSPITAL,89,1,1,8437,3298296.979999999,974656.1200000003,18
2121,PLANTATION GENERAL HOSPITAL,74,1,1,6443,3387389.7,561038.1199999999,1
2122,PLATTE VALLEY MEDICAL CENTER,28,1,1,1236,459998.93000000005,138602.17,7
2123,PLAZA MEDICAL CENTER OF FORT WORTH,92,1,1,5496,5405833.43,853211.4,16
2124,PLEASANT VALLEY HOSPITAL,40,1,1,4240,396081.36999999994,140770.08999999997,7
2125,POCONO MEDICAL CENTER,100,1,1,7669,2733363.4100000015,855565.7500000001,18
2126,POMERADO HOSPITAL,67,1,1,3894,2779383.0300000007,551432.4800000001,1
2127,POMERENE HOSPITAL,19,1,1,765,126191.82000000004,67414.91,20
2128,POMONA VALLEY HOSPITAL MEDICAL CENTER,81,1,1,7403,5622415.390000002,949268.07,16
2129,PONCA CITY MEDICAL CENTER,43,1,1,2458,715007.7100000001,208114.77,0
2130,POPLAR BLUFF REGIONAL MEDICAL CENTER,99,1,1,8905,4089963.18,751135.5599999997,18
2131,PORT HURON HOSPITAL,107,1,1,8828,1998230.35,701281.91,1
2132,PORTAGE HEALTH HOSPITAL,29,1,1,2769,206515.36999999994,133050.36000000002,7
2133,PORTER VALPARAISO HOSPITAL,108,1,1,10606,3587945.43,805207.57,18
2134,PORTERVILLE DEVELOPMENTAL CENTER,4,1,1,460,59998.7,20132.36,20
2135,PORTNEUF MEDICAL CENTER,71,1,1,4234,1537783.1900000009,687938.0899999999,14
2136,PORTSMOUTH REGIONAL HOSPITAL,84,1,1,4825,2498798.63,588640.3399999999,1
2137,POTTSTOWN MEMORIAL MEDICAL CENTER,88,1,1,7689,4492857.410000001,540630.5699999997,18
2138,POUDRE VALLEY HOSPITAL,100,1,1,10713,2376464.2500000005,697421.92,1
2139,PRAIRIE LAKES HOSPITAL,52,1,1,7844,576585.7699999999,288085.77999999997,0
2140,PRATT REGIONAL MEDICAL CENTER,23,1,1,2560,167000.88999999998,91375.0,7
2141,PRATTVILLE BAPTIST HOSPITAL,32,1,1,1733,497237.9700000002,121689.91,7
2142,PRESBYTERIAN HOSPITAL,125,2,2,122918,5863378.459999999,1824046.6300000006,17
2143,PRESBYTERIAN HOSPITAL HUNTERSVILLE,50,1,1,3525,803642.1699999999,276128.96000000014,0
2144,PRESBYTERIAN HOSPITAL MATTHEWS,79,1,1,6552,1453033.6200000003,459060.32,14
2145,PRESBYTERIAN INTERCOMMUNITY HOSPITAL,93,1,1,9288,6804562.390000001,911034.7799999998,16
2146,PRESBYTERIAN-ORTHOPAEDIC HOSPITAL,14,1,1,1515,453081.54,113501.83000000002,20
2147,PRESBYTERIAN/ST LUKE'S MEDICAL CENTER,51,1,1,6668,1929717.9499999997,399349.7600000001,14
2148,PRINCE GEORGES HOSPITAL CENTER,67,1,1,2239,1174684.6299999997,1105390.67,1
2149,PRINCE WILLIAM HOSPITAL,81,1,1,5094,1361251.0699999996,579274.5100000001,14
2150,PRINCETON COMMUNITY HOSPITAL,75,1,1,5100,911887.3699999999,428488.12000000005,14
2151,PROCTOR HOSPITAL,72,1,1,5726,1380906.72,383768.39999999997,14
2152,PROGRESS WEST HEALTHCARE CENTER,27,1,1,1152,275691.48,124230.78,7
2153,PROVENA - SAINT JOSEPH HOSPITAL,79,1,1,7573,3285797.4000000004,636161.1599999998,1
2154,PROVENA COVENANT MEDICAL CENTER- URBANA,88,1,1,5356,2824170.619999999,656009.9199999999,1
2155,PROVENA MERCY MEDICAL CENTER,77,1,1,3217,2960844.620000001,566606.6400000001,1
2156,PROVENA ST JOSEPH MEDICAL CENTER,118,1,1,16018,4551310.339999999,942584.24,16
2157,PROVENA ST MARYS HOSPITAL,78,1,1,6986,2385950.340000001,463900.95,1
2158,PROVENA UNITED SAMARITANS MEDCTR-LOGAN,71,1,1,5566,2169554.3599999994,446599.41000000003,14
2159,PROVIDENCE ALASKA MEDICAL CENTER,92,1,1,12424,4052545.5599999987,1137175.9800000007,16
2160,PROVIDENCE CENTRALIA HOSPITAL,60,1,1,3579,1561515.5099999998,446792.98,14
2161,PROVIDENCE HEALTH CENTER,108,1,1,14196,2424074.6400000006,752391.0300000003,18
2162,PROVIDENCE HOLY CROSS MEDICAL CENTER,79,1,1,4905,7829157.810000001,931546.7199999997,16
2163,PROVIDENCE HOLY FAMILY HOSPITAL,76,1,1,16029,1742635.5299999996,579109.2000000001,1
2164,PROVIDENCE HOSPITAL,120,2,2,23168,4188564.600000002,1521660.6500000008,5
2165,PROVIDENCE HOSPITAL AND MEDICAL CENTERS,120,1,1,49304,2754714.0,1091415.9900000002,15
2166,PROVIDENCE LITTLE CO OF MARY MED CTR SAN PEDRO,44,1,1,2010,2214156.62,338109.67000000004,0
2167,PROVIDENCE LITTLE COMPANY OF MARY MED CTR TORRANCE,99,1,1,7304,6671817.0,973652.0099999998,10
2168,PROVIDENCE MEDFORD MEDICAL CENTER,72,1,1,5161,1498817.4000000001,460580.82,14
2169,PROVIDENCE MEDICAL CENTER,85,1,1,5135,2600242.4000000004,644068.57,1
2170,PROVIDENCE MEMORIAL HOSPITAL,88,1,1,5511,4645529.840000002,702758.8599999999,18
2171,PROVIDENCE MILWAUKIE HOSPITAL,30,1,1,6240,277425.3599999999,157029.84999999995,7
2172,PROVIDENCE NEWBERG MEDICAL CENTER,22,1,1,4451,168133.89000000004,81561.59999999999,7
2173,PROVIDENCE PORTLAND MEDICAL CENTER,99,1,1,13725,2030927.2000000004,876649.3500000001,18
2174,PROVIDENCE REGIONAL MEDICAL CENTER EVERETT,103,1,1,13424,3247442.4699999997,966378.1300000001,18
2175,PROVIDENCE SACRED HEART MEDICAL CENTER,108,1,1,12823,3537371.480000002,1114992.43,16
2176,PROVIDENCE SAINT JOSEPH MEDICAL CTR,105,1,1,8999,9427548.790000001,1119210.1200000003,10
2177,PROVIDENCE ST MARY MEDICAL CENTER,51,1,1,7054,961158.9700000003,362636.34,0
2178,PROVIDENCE ST PETER HOSPITAL,107,1,1,14760,3983781.370000001,957907.4799999999,16
2179,PROVIDENCE ST VINCENT MEDICAL CENTER,105,1,1,15076,2115213.79,916048.8899999998,18
2180,PROVIDENCE TARZANA MEDICAL CENTER,105,1,1,6399,8624488.500000006,1038955.3299999997,10
2181,PROVIDENCE WILLAMETTE FALLS MEDICAL CENTER,23,1,1,1192,255456.19000000003,112053.97999999998,7
2182,PROVIDENT HOSPITAL OF CHICAGO,10,1,1,209,69649.68,67021.29999999999,20
2183,PUNXSUTAWNEY AREA HOSPITAL,32,1,1,3216,155195.96,93060.21999999996,7
2184,PURCELL MUNICIPAL HOSPITAL,25,1,1,791,111336.39,101415.22999999998,7
2185,PUSHMATAHA CTY-TN OF ANTLERS HOSP AUTH,11,1,1,210,65745.34999999999,46521.770000000004,20
2186,PUTNAM COMMUNITY MEDICAL CENTER,71,1,1,3383,1808320.7899999998,506387.44,14
2187,PUTNAM HOSPITAL CENTER,75,1,1,4922,2075683.4699999993,509955.9099999998,14
2188,QUAIL CREEK SURGICAL HOSPITAL,9,1,1,1682,157574.97999999998,50381.03,20
2189,QUEEN OF THE VALLEY MEDICAL CENTER,81,1,1,6507,5076596.77,824509.1999999998,18
2190,QUEENS HOSPITAL CENTER,43,1,1,1064,675744.28,645990.8600000001,0
2191,QUINCY MEDICAL CENTER,73,1,1,5088,731858.6400000001,417772.47000000003,14
2192,RALEIGH GENERAL HOSPITAL,103,1,1,7080,2201343.099999999,802562.9300000002,18
2193,RANDOLPH HOSPITAL,60,1,1,3453,819598.57,361588.5800000001,0
2194,RANSOM MEMORIAL HOSPITAL,25,1,1,1932,267622.2,105805.51999999999,7
2195,RAPID CITY REGIONAL HOSPITAL,112,1,1,15577,3079733.070000001,1133307.0199999996,16
2196,RAPIDES REGIONAL MEDICAL CENTER,107,1,1,6639,4708326.14,928918.0599999999,16
2197,RAPPAHANNOCK GENERAL HOSPITAL,36,1,1,3347,325162.2299999999,161311.00000000003,7
2198,RARITAN BAY MEDICAL CENTER,99,1,1,9807,6098381.569999999,938348.0800000001,16
2199,RAULERSON HOSPITAL,54,1,1,2354,1899438.7900000003,363214.47000000003,14
2200,READING HOSPITAL MEDICAL CENTER,115,1,1,23346,3232357.83,1015286.7000000008,4
2201,REDLANDS COMMUNITY HOSPITAL,53,1,1,2112,2200234.8500000006,442329.08999999997,14
2202,REDMOND REGIONAL MEDICAL CENTER,106,1,1,6681,3133358.289999999,757627.6700000002,18
2203,REGINA MEDICAL CENTER,23,1,1,1018,280090.54,93948.72,7
2204,REGIONAL HOSPITAL OF JACKSON,69,1,1,3376,3229734.34,578432.7000000001,1
2205,REGIONAL HOSPITAL OF SCRANTON,101,1,1,8365,2418375.2400000007,690540.8999999999,1
2206,REGIONAL MEDICAL CENTER AT MEMPHIS,25,1,1,12546,470678.94999999995,115941.02999999997,7
2207,REGIONAL MEDICAL CENTER BAYONET POINT,106,1,1,8795,5558025.100000001,755838.3800000001,16
2208,REGIONAL MEDICAL CENTER OF HOPKINS COUNTY,83,1,1,7883,1529091.880000001,584740.4900000001,1
2209,REGIONAL MEDICAL CENTER OF SAN JOSE,88,1,1,5901,9262652.189999994,1315972.5899999999,10
2210,REGIONAL WEST MEDICAL CENTER,73,1,1,8647,1585897.4699999997,544261.1899999998,14
2211,REGIONS HOSPITAL,118,1,1,25912,3343379.940000001,1216981.629999999,4
2212,REHOBOTH MCKINLEY CHRISTIAN HEALTH SER,29,1,1,1033,285600.92999999993,151503.13999999998,7
2213,REID HOSPITAL & HEALTH CARE SERVICES,111,1,1,16074,1762141.5099999998,858718.8600000003,18
2214,RENAISSANCE HOSPITAL GROVES,16,1,1,310,388578.95999999996,65236.76,20
2215,RENAISSANCE HOSPITAL TERRELL,12,1,1,213,217416.87000000005,62563.009999999995,20
2216,RENOWN REGIONAL MEDICAL CENTER,118,1,1,19411,4195370.489999999,996912.28,16
2217,RENOWN SOUTH MEADOWS MEDICAL CENTER,28,1,1,2482,569843.92,124106.02000000002,7
2218,RESEARCH BELTON HOSPITAL,26,1,1,2643,498817.62,92425.5,7
2219,RESEARCH MEDICAL CENTER,90,1,1,8002,4426763.93,731747.2,18
2220,RESTON HOSPITAL CENTER,80,1,1,3571,2402548.9,604923.1300000002,1
2221,RESURRECTION MEDICAL CENTER,113,1,1,15192,4224970.64,999190.8500000002,16
2222,REX HOSPITAL,121,1,1,20986,2852292.8599999985,808713.8899999999,4
2223,REYNOLDS MEMORIAL HOSPITAL,32,1,1,1324,255715.1300000001,126835.07000000002,7
2224,RHC ST FRANCIS HOSPITAL,94,1,1,7353,3472739.480000001,944601.6699999999,18
2225,RHODE ISLAND HOSPITAL,125,1,1,22398,3826646.649999999,1390455.8699999994,10
2226,RICE MEMORIAL HOSPITAL,43,1,1,4232,429676.1400000002,214970.13999999998,7
2227,RICHARDSON MEDICAL CENTER,18,1,1,734,94056.93000000001,58558.26,20
2228,RICHLAND MEMORIAL HOSPITAL,38,1,1,2125,582195.9400000002,183484.69,7
2229,RICHMOND UNIVERSITY MEDICAL CENTER,80,1,1,15809,2469359.52,874750.0800000002,1
2230,RIDDLE MEMORIAL HOSPITAL,83,1,1,5035,4350566.969999998,563460.4999999999,18
2231,RIDEOUT MEMORIAL HOSPITAL,101,1,1,10611,5129345.119999999,1131042.0699999996,16
2232,RIDGECREST REGIONAL HOSPITAL,30,1,1,3402,523021.57999999996,157319.43999999997,7
